"","ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position"
"3581","ENSG00000185621","LMLN","leishmanolysin like peptidase [Source:HGNC Symbol;Acc:HGNC:15991]","protein_coding","3",197960200
"3582","ENSG00000272211","AC114760.2","novel transcript, antisense to STK17B","lncRNA","2",196151263
"3583","ENSG00000138411","HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]","protein_coding","2",196189099
"3584","ENSG00000243364","EFNA4","ephrin A4 [Source:HGNC Symbol;Acc:HGNC:3224]","protein_coding","1",155063737
"3585","ENSG00000143590","EFNA3","ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]","protein_coding","1",155078837
"3586","ENSG00000169242","EFNA1","ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]","protein_coding","1",155127876
"3587","ENSG00000169241","SLC50A1","solute carrier family 50 member 1 [Source:HGNC Symbol;Acc:HGNC:30657]","protein_coding","1",155135344
"3588","ENSG00000144395","CCDC150","coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834]","protein_coding","2",196639554
"3589","ENSG00000179085","DPM3","dolichyl-phosphate mannosyltransferase subunit 3, regulatory [Source:HGNC Symbol;Acc:HGNC:3007]","protein_coding","1",155139891
"3590","ENSG00000163463","KRTCAP2","keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]","protein_coding","1",155169408
"3591","ENSG00000119041","GTF3C3","general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]","protein_coding","2",196763035
"3592","ENSG00000163462","TRIM46","tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019]","protein_coding","1",155173787
"3593","ENSG00000197121","PGAP1","post-GPI attachment to proteins inositol deacylase 1 [Source:HGNC Symbol;Acc:HGNC:25712]","protein_coding","2",196833004
"3594","ENSG00000185499","MUC1","mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]","protein_coding","1",155185824
"3595","ENSG00000065413","ANKRD44","ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259]","protein_coding","2",196967017
"3596","ENSG00000115524","SF3B1","splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768]","protein_coding","2",197388515
"3597","ENSG00000202434","AC010746.1","","snoRNA","2",197404718
"3598","ENSG00000115520","COQ10B","coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]","protein_coding","2",197453423
"3599","ENSG00000144381","HSPD1","heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]","protein_coding","2",197486584
"3600","ENSG00000115541","HSPE1","heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]","protein_coding","2",197500140
"3601","ENSG00000115540","MOB4","MOB family member 4, phocein [Source:HGNC Symbol;Acc:HGNC:17261]","protein_coding","2",197515571
"3602","ENSG00000247626","MARS2","methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]","protein_coding","2",197705369
"3603","ENSG00000115896","PLCL1","phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]","protein_coding","2",197804593
"3604","ENSG00000119042","SATB2","SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]","protein_coding","2",199269500
"3605","ENSG00000226124","FTCDNL1","formiminotransferase cyclodeaminase N-terminal like [Source:HGNC Symbol;Acc:HGNC:48661]","protein_coding","2",199760544
"3606","ENSG00000178074","C2orf69","chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799]","protein_coding","2",199911293
"3607","ENSG00000162971","TYW5","tRNA-yW synthesizing protein 5 [Source:HGNC Symbol;Acc:HGNC:26754]","protein_coding","2",199928913
"3608","ENSG00000169231","THBS3","thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787]","protein_coding","1",155195588
"3609","ENSG00000162972","MAIP1","matrix AAA peptidase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26198]","protein_coding","2",199955317
"3610","ENSG00000196141","SPATS2L","spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]","protein_coding","2",200305881
"3611","ENSG00000173171","MTX1","metaxin 1 [Source:HGNC Symbol;Acc:HGNC:7504]","protein_coding","1",155208699
"3612","ENSG00000236263","AC234582.1","novel transcript","lncRNA","1",155211151
"3613","ENSG00000177628","GBA","glucosylceramidase beta [Source:HGNC Symbol;Acc:HGNC:4177]","protein_coding","1",155234452
"3614","ENSG00000160767","FAM189B","family with sequence similarity 189 member B [Source:HGNC Symbol;Acc:HGNC:1233]","protein_coding","1",155247205
"3615","ENSG00000116521","SCAMP3","secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]","protein_coding","1",155255979
"3616","ENSG00000176444","CLK2","CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]","protein_coding","1",155262868
"3617","ENSG00000143630","HCN3","hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol;Acc:HGNC:19183]","protein_coding","1",155277463
"3618","ENSG00000143627","PKLR","pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020]","protein_coding","1",155289293
"3619","ENSG00000160752","FDPS","farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]","protein_coding","1",155308748
"3620","ENSG00000225855","RUSC1-AS1","RUSC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26680]","lncRNA","1",155316863
"3621","ENSG00000160753","RUSC1","RUN and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17153]","protein_coding","1",155320894
"3622","ENSG00000155729","KCTD18","potassium channel tetramerization domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26446]","protein_coding","2",200488958
"3623","ENSG00000163535","SGO2","shugoshin 2 [Source:HGNC Symbol;Acc:HGNC:30812]","protein_coding","2",200510008
"3624","ENSG00000116539","ASH1L","ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]","protein_coding","1",155335268
"3625","ENSG00000082153","BZW1","basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380]","protein_coding","2",200810594
"3626","ENSG00000235919","ASH1L-AS1","ASH1L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44146]","lncRNA","1",155562042
"3627","ENSG00000013441","CLK1","CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]","protein_coding","2",200853009
"3628","ENSG00000125459","MSTO1","misato mitochondrial distribution and morphology regulator 1 [Source:HGNC Symbol;Acc:HGNC:29678]","protein_coding","1",155610205
"3629","ENSG00000240344","PPIL3","peptidylprolyl isomerase like 3 [Source:HGNC Symbol;Acc:HGNC:9262]","protein_coding","2",200870907
"3630","ENSG00000163374","YY1AP1","YY1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30935]","protein_coding","1",155659443
"3631","ENSG00000196290","NIF3L1","NGG1 interacting factor 3 like 1 [Source:HGNC Symbol;Acc:HGNC:13390]","protein_coding","2",200889327
"3632","ENSG00000115942","ORC2","origin recognition complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:8488]","protein_coding","2",200908977
"3633","ENSG00000183308","AC005037.1","novel transcript","lncRNA","2",200963263
"3634","ENSG00000155744","FAM126B","family with sequence similarity 126 member B [Source:HGNC Symbol;Acc:HGNC:28593]","protein_coding","2",200973718
"3635","ENSG00000119013","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]","protein_coding","2",201071433
"3636","ENSG00000232719","AC007272.1","novel transcript","lncRNA","2",201101382
"3637","ENSG00000003402","CFLAR","CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]","protein_coding","2",201116154
"3638","ENSG00000226312","CFLAR-AS1","CFLAR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:14437]","lncRNA","2",201140278
"3639","ENSG00000132676","DAP3","death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]","protein_coding","1",155687960
"3640","ENSG00000003400","CASP10","caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]","protein_coding","2",201182898
"3641","ENSG00000064012","CASP8","caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]","protein_coding","2",201233443
"3642","ENSG00000116580","GON4L","gon-4 like [Source:HGNC Symbol;Acc:HGNC:25973]","protein_coding","1",155749662
"3643","ENSG00000132718","SYT11","synaptotagmin 11 [Source:HGNC Symbol;Acc:HGNC:19239]","protein_coding","1",155859567
"3644","ENSG00000143622","RIT1","Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]","protein_coding","1",155897808
"3645","ENSG00000132680","KHDC4","KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]","protein_coding","1",155913045
"3646","ENSG00000116584","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]","protein_coding","1",155946851
"3647","ENSG00000115993","TRAK2","trafficking kinesin protein 2 [Source:HGNC Symbol;Acc:HGNC:13206]","protein_coding","2",201377207
"3648","ENSG00000082146","STRADB","STE20 related adaptor beta [Source:HGNC Symbol;Acc:HGNC:13205]","protein_coding","2",201387858
"3649","ENSG00000285677","AL355388.2","Novel transcript, antisense to SSR2","lncRNA","1",156001953
"3650","ENSG00000163479","SSR2","signal sequence receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:11324]","protein_coding","1",156009048
"3651","ENSG00000155755","TMEM237","transmembrane protein 237 [Source:HGNC Symbol;Acc:HGNC:14432]","protein_coding","2",201620184
"3652","ENSG00000160803","UBQLN4","ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]","protein_coding","1",156035299
"3653","ENSG00000082126","MPP4","membrane palmitoylated protein 4 [Source:HGNC Symbol;Acc:HGNC:13680]","protein_coding","2",201644870
"3654","ENSG00000116586","LAMTOR2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]","protein_coding","1",156054782
"3655","ENSG00000132698","RAB25","RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]","protein_coding","1",156061160
"3656","ENSG00000160789","LMNA","lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]","protein_coding","1",156082573
"3657","ENSG00000003393","ALS2","alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]","protein_coding","2",201700267
"3658","ENSG00000155760","FZD7","frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]","protein_coding","2",202034587
"3659","ENSG00000182329","KIAA2012","KIAA2012 [Source:HGNC Symbol;Acc:HGNC:51250]","protein_coding","2",202073255
"3660","ENSG00000116030","SUMO1","small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]","protein_coding","2",202206182
"3661","ENSG00000196189","SEMA4A","semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]","protein_coding","1",156147366
"3662","ENSG00000055044","NOP58","NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]","protein_coding","2",202265736
"3663","ENSG00000286223","AC064836.3","novel transcript, antisense to NOP58","lncRNA","2",202302122
"3664","ENSG00000204217","BMPR2","bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]","protein_coding","2",202376327
"3665","ENSG00000160785","SLC25A44","solute carrier family 25 member 44 [Source:HGNC Symbol;Acc:HGNC:29036]","protein_coding","1",156193932
"3666","ENSG00000260238","PMF1-BGLAP","PMF1-BGLAP readthrough [Source:HGNC Symbol;Acc:HGNC:42953]","protein_coding","1",156212982
"3667","ENSG00000160783","PMF1","polyamine modulated factor 1 [Source:HGNC Symbol;Acc:HGNC:9112]","protein_coding","1",156212993
"3668","ENSG00000138439","FAM117B","family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]","protein_coding","2",202634969
"3669","ENSG00000242252","BGLAP","bone gamma-carboxyglutamate protein [Source:HGNC Symbol;Acc:HGNC:1043]","protein_coding","1",156242184
"3670","ENSG00000163596","ICA1L","islet cell autoantigen 1 like [Source:HGNC Symbol;Acc:HGNC:14442]","protein_coding","2",202773150
"3671","ENSG00000160781","PAQR6","progestin and adipoQ receptor family member 6 [Source:HGNC Symbol;Acc:HGNC:30132]","protein_coding","1",156243320
"3672","ENSG00000198952","SMG5","SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]","protein_coding","1",156249224
"3673","ENSG00000163472","TMEM79","transmembrane protein 79 [Source:HGNC Symbol;Acc:HGNC:28196]","protein_coding","1",156282935
"3674","ENSG00000198715","GLMP","glycosylated lysosomal membrane protein [Source:HGNC Symbol;Acc:HGNC:29436]","protein_coding","1",156290089
"3675","ENSG00000138442","WDR12","WD repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:14098]","protein_coding","2",202874261
"3676","ENSG00000163468","CCT3","chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]","protein_coding","1",156308968
"3677","ENSG00000138380","CARF","calcium responsive transcription factor [Source:HGNC Symbol;Acc:HGNC:14435]","protein_coding","2",202912214
"3678","ENSG00000163467","TSACC","TSSK6 activating cochaperone [Source:HGNC Symbol;Acc:HGNC:30636]","protein_coding","1",156337314
"3679","ENSG00000144426","NBEAL1","neurobeachin like 1 [Source:HGNC Symbol;Acc:HGNC:20681]","protein_coding","2",203014879
"3680","ENSG00000116604","MEF2D","myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]","protein_coding","1",156463727
"3681","ENSG00000119004","CYP20A1","cytochrome P450 family 20 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:20576]","protein_coding","2",203238977
"3682","ENSG00000260460","AL365181.1","novel transcript","lncRNA","1",156509854
"3683","ENSG00000187862","TTC24","tetratricopeptide repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:32348]","protein_coding","1",156579727
"3684","ENSG00000163382","NAXE","NAD(P)HX epimerase [Source:HGNC Symbol;Acc:HGNC:18453]","protein_coding","1",156591762
"3685","ENSG00000160818","GPATCH4","G-patch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25982]","protein_coding","1",156594301
"3686","ENSG00000138443","ABI2","abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]","protein_coding","2",203328280
"3687","ENSG00000132692","BCAN","brevican [Source:HGNC Symbol;Acc:HGNC:23059]","protein_coding","1",156641390
"3688","ENSG00000237588","AL590666.3","novel transcript","lncRNA","1",156687695
"3689","ENSG00000143320","CRABP2","cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]","protein_coding","1",156699606
"3690","ENSG00000143319","ISG20L2","interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]","protein_coding","1",156721891
"3691","ENSG00000143303","RRNAD1","ribosomal RNA adenine dimethylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24273]","protein_coding","1",156728442
"3692","ENSG00000173166","RAPH1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]","protein_coding","2",203394345
"3693","ENSG00000143314","MRPL24","mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]","protein_coding","1",156737303
"3694","ENSG00000143321","HDGF","heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]","protein_coding","1",156742109
"3695","ENSG00000143294","PRCC","proline rich mitotic checkpoint control factor [Source:HGNC Symbol;Acc:HGNC:9343]","protein_coding","1",156750610
"3696","ENSG00000027869","SH2D2A","SH2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:10821]","protein_coding","1",156806243
"3697","ENSG00000198400","NTRK1","neurotrophic receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:8031]","protein_coding","1",156815640
"3698","ENSG00000178562","CD28","CD28 molecule [Source:HGNC Symbol;Acc:HGNC:1653]","protein_coding","2",203706475
"3699","ENSG00000163599","CTLA4","cytotoxic T-lymphocyte associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]","protein_coding","2",203867771
"3700","ENSG00000163600","ICOS","inducible T cell costimulator [Source:HGNC Symbol;Acc:HGNC:5351]","protein_coding","2",203936763
"3701","ENSG00000116117","PARD3B","par-3 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:14446]","protein_coding","2",204545475
"3702","ENSG00000187800","PEAR1","platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:HGNC:33631]","protein_coding","1",156893698
"3703","ENSG00000132694","ARHGEF11","Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]","protein_coding","1",156934840
"3704","ENSG00000117036","ETV3","ETS variant transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3492]","protein_coding","1",157121191
"3705","ENSG00000118257","NRP2","neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]","protein_coding","2",205681990
"3706","ENSG00000143297","FCRL5","Fc receptor like 5 [Source:HGNC Symbol;Acc:HGNC:18508]","protein_coding","1",157513377
"3707","ENSG00000160856","FCRL3","Fc receptor like 3 [Source:HGNC Symbol;Acc:HGNC:18506]","protein_coding","1",157674321
"3708","ENSG00000132704","FCRL2","Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]","protein_coding","1",157745733
"3709","ENSG00000163534","FCRL1","Fc receptor like 1 [Source:HGNC Symbol;Acc:HGNC:18509]","protein_coding","1",157794403
"3710","ENSG00000158473","CD1D","CD1d molecule [Source:HGNC Symbol;Acc:HGNC:1637]","protein_coding","1",158178030
"3711","ENSG00000176320","AL138899.1","novel transcript","lncRNA","1",158197922
"3712","ENSG00000158477","CD1A","CD1a molecule [Source:HGNC Symbol;Acc:HGNC:1634]","protein_coding","1",158254424
"3713","ENSG00000114933","INO80D","INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997]","protein_coding","2",205993721
"3714","ENSG00000158481","CD1C","CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]","protein_coding","1",158289923
"3715","ENSG00000158485","CD1B","CD1b molecule [Source:HGNC Symbol;Acc:HGNC:1635]","protein_coding","1",158327951
"3716","ENSG00000158488","CD1E","CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]","protein_coding","1",158353696
"3717","ENSG00000023228","NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]","protein_coding","2",206114817
"3718","ENSG00000163554","SPTA1","spectrin alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]","protein_coding","1",158610704
"3719","ENSG00000163563","MNDA","myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:HGNC:7183]","protein_coding","1",158831351
"3720","ENSG00000163564","PYHIN1","pyrin and HIN domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28894]","protein_coding","1",158930796
"3721","ENSG00000231955","AC007383.2","novel transcript","lncRNA","2",206115547
"3722","ENSG00000114942","EEF1B2","eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]","protein_coding","2",206159585
"3723","ENSG00000163565","IFI16","interferon gamma inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]","protein_coding","1",158999968
